Catálogo;Grupo de codes;Código;Versão;Texto Code;Tem texto Longo?;Válido desde;Classe defeitos;Criado por;Data de criação;Modificado por;Data de modificação;Registro inativo;Código de utilização
2;01-VAZAO;Q;1;REGISTRAR VAZAO;FALSO;01/01/1993;;CGMPR1;11/11/2000;;;;X
2;02-LEIT;LA;1;ANOTAR LEITURA DO MEDIDOR ATUAL;FALSO;01/01/1993;;CGMPR1;11/11/2000;;;;X
2;02-LEIT;LI;1;ANOTAR LEITURA DO MEDIDOR INSTALADO;FALSO;01/01/1993;;CGMPR1;11/11/2000;;;;X
2;03-PRESS;PSI;1;PRESSÃO DE SAIDA INICIAL;FALSO;01/01/1993;;CGMPR1;07/02/2001;;;;X
2;03-PRESS;PSR;1;PRESSÃO DE SAIDA REGULADA;FALSO;01/01/1993;;CGMPR1;07/02/2001;;;;X
2;CIVIL-32;CV01;1;REP. DE INTEGR. OU CONST. DE CERCAS/PORT;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV02;1;REP., RECT. OU CONST. DE NOVAS B. DE CON;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV03;1;REP. OU RECONST. EM ALV. OU CONC. EM CAI;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV04;1;NIV. E/OU SUBST. DE TAMPAS  NAS CXAS SUB;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV05;1;IMPERMEABILIZAÇÃO DE CAIXAS SUBTERRÂNEAS;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV06;1;RECOMP. DE PISO EM VIAS PÚB. SOB CXA SUB;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV07;1;RECOMP. OU CONST. DE ACESSO ÀS E. R. AÉR;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV08;1;PINTURA EM TUB. ESTRUT. E ALVENARIA;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV09;1;REPARO OU CONST. DE POSTE DE VENTILAÇÃO;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV10;1;CONST. OU REPARO EM COBERTURAS DE EST.;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV11;1;REPAROS DE CONSTRUÇÃO CIVIL;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV12;1;CAPINA E VARR. DA ÁREA E DOS ACES. NAS Á;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV13;1;PINTURA DE TRAVESSIAS AÉREAS;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;CIVIL-32;CV14;1;PINTURA GERAL DA INSTALAÇÃO;VERDADEIRO;01/01/1993;;CGMPR1;20/04/2001;CGMPR1;20/04/2001;;X
2;PM-EXEC;COMG;1;Executante COMGÁS;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
2;PM-EXEC;CONT;1;Executante Contratada;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;EST.CRM;EM01;1;ACIDENTE AMBIENTAL;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM02;1;ACIDENTE DE TRÂNSITO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM03;1;AJUSTE INCORRETO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM04;1;CONDENSAÇÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;
5;EST.CRM;EM05;1;CONGELAMENTO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;
5;EST.CRM;EM06;1;CORROSÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM07;1;DEFEITO DE PRODUÇÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM08;1;DESGASTE;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM09;1;EROSÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM10;1;EXPLOSÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM11;1;FALHA HUMANA (ESPECIFICAR);FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM12;1;FENÔMENO NATURAL;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM13;1;IDADE OU FADIGA;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM14;1;INUNDAÇÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM15;1;MONTAGEM INCORRETA;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM16;1;OBRAS DA COMGAS;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM17;1;OBRAS DE TERCEIROS;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM18;1;SUJEIRA;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM19;1;VANDALISMO/SABOTAGEM;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM20;1;VAZAMENTO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;EST.CRM;EM21;1;VIBRAÇÃO;FALSO;01/01/1993;;LAMARANTE;08/05/2003;;;;X
5;PM-ATERR;0010;1;Ação de Terceiros;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-ATERR;0390;1;Cabo rompido;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-ATERR;0410;1;Cadastro Incorreto;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;0570;1;Conexão Incorreta;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;0710;1;Descarga atmosférica;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;0790;1;Desgaste Natural;FALSO;01/01/1993;;CS097044;14/12/2015;;;;
5;PM-ATERR;1035;1;Falha de Projeto;FALSO;01/01/1993;;CS097044;14/12/2015;;;;
5;PM-ATERR;1190;1;Falha projeto/construção;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;1550;1;Haste desgatada;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;1710;1;Mal contato;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;2390;1;Resistividade do solo alta;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;2410;1;Resistividade solo alta;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;2550;1;Sem conexões;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;2570;1;Sem haste;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;2910;1;Troca componentes estação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-ATERR;2950;1;Vandalismo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BARRE;0270;1;Aterramento;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BARRE;0630;1;Curto Circuito;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BARRE;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-BARRE;1710;1;Mal contato;FALSO;01/01/1993;;CS210482;05/03/2015;;;;
5;PM-BARRE;1790;1;Mau contato nos terminais de aterramento;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BATER;0490;1;Ciclagem Prematura;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BATER;0630;1;Curto Circuito;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-BATER;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-BOMBA;0390;1;Cabo rompido;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BOMBA;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-BOMBA;1030;1;Falha Bateria;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-BOMBA;1038;1;Falha Controlador;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-BOMBA;1055;1;Falha Filtro;FALSO;01/01/1993;;CS097044;15/12/2015;;;;X
5;PM-BOMBA;1170;1;Falha Painel Solar;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BOMBA;1210;1;Falha relê pneumático;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BOMBA;1255;1;Falha Válvula;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-BOMBA;1270;1;Falha Veromiter;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-BOMBA;1710;1;Mal contato;FALSO;01/01/1993;;CS210482;05/03/2015;;;;
5;PM-BOMBA;2290;1;Pressão do TE alta;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-BOMBA;2310;1;Pressão do TE baixa;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-COMVA;0160;1;Antena Vsat;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0340;1;Barreira;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0345;1;BDScada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;X
5;PM-COMVA;0355;1;Cabo;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0360;1;Cabo de Instrumentação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0575;1;Controlador;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0580;1;Conversor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0615;1;CPU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;0880;1;EDU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;1816;1;Módulo de comunicação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;1820;1;Módulo de Entrada Digital/Analógico;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;1825;1;Módulo de Saída Analógica;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2240;1;Rack;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2255;1;PLC;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2260;1;PLC Petrobras;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2335;1;Programa Ladder;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2597;1;Sensor Shut-Off;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2600;1;Servidor PI;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2603;1;Servidor Scada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2740;1;Suporte sensor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-COMVA;2780;1;Switch;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0160;1;Antena Vsat;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0340;1;Barreira;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0345;1;BDScada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0355;1;Cabo;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0360;1;Cabo de Instrumentação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0575;1;Controlador;FALSO;01/01/1993;;CS097044;15/12/2015;;;;X
5;PM-CONTR;0580;1;Conversor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0615;1;CPU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-CONTR;0880;1;EDU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;X
5;PM-CONTR;1510;1;Hardware;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-CONTR;1710;1;Mal Contato;FALSO;01/01/1993;;CS210482;05/03/2015;;;;
5;PM-CONTR;1816;1;Módulo de comunicação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;1820;1;Módulo de Entrada Digital/Analógico;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;1825;1;Módulo de Saída Analógica;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2240;1;Rack;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2255;1;PLC;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2260;1;PLC Petrobras;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2335;1;Programa Ladder;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2597;1;Sensor Shut-Off;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2600;1;Servidor PI;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2603;1;Servidor Scada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2740;1;Suporte sensor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-CONTR;2780;1;Switch;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;0030;1;Ação do Tempo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0430;1;Carbonizado - Curto Circuito;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0440;1;Chamado a Operadora;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;0450;1;Chip;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;0510;1;Colisão com Veículo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0610;1;Corrosão;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0630;1;Curto circuito;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0710;1;Descarga atmosférica;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0790;1;Desgaste Natural;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;0970;1;Entulho / Lixo no entorno;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;1090;1;Falha de projeto/construção;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;1290;1;Falta de Alimentação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;1530;1;Hardware / Cabo;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;1830;1;Módulo Travado;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;1950;1;Morador de Rua / Barraco no Poste;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;1970;1;Obras de Terceiros;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;1990;1;Obras internas CPTM;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2130;1;Operadora;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;2190;1;Outros;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2230;1;Perdido / Vandalizado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2690;1;Substituição de Abrigo s/ recolocar tag;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2750;1;Surto de Corrente;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2770;1;Surto de Tensão;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2870;1;Travamento;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DDR;2950;1;Vandalismo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DDR;2990;1;Vegetação Alta;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DTLOG;0160;1;Antena Vsat;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0340;1;Barreira;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0345;1;BDScada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0355;1;Cabo;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0360;1;Cabo de Instrumentação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0575;1;Controlador;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0580;1;Conversor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0615;1;CPU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DTLOG;0880;1;EDU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;1130;1;Falha Logger;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DTLOG;1816;1;Módulo de comunicação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;1820;1;Módulo de Entrada Digital/Analógico;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;1825;1;Módulo de Saída Analógica;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2240;1;Rack;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2255;1;PLC;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2260;1;PLC Petrobras;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2330;1;Pressão rede;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DTLOG;2335;1;Programa Ladder;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2597;1;Sensor Shut-Off;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2600;1;Servidor PI;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2603;1;Servidor Scada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2630;1;Sinal aberto;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-DTLOG;2740;1;Suporte sensor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-DTLOG;2780;1;Switch;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-FILTR;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FILTR;0750;1;Desgaste de Junta;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FILTR;0850;1;Dilatação / Retração;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FILTR;0950;1;Elemento Filtrante;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;0990;1;Enxofre;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FILTR;1070;1;Falha de Material;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;1630;1;Limalha de Aço;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;1670;1;Líquido / Água;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;1690;1;Líquido / Óleo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;1730;1;Malha Rompida;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;1810;1;Micragem Incompativel;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2190;1;O'ring Danificado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2230;1;Particulado Solido;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2290;1;Pó;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2370;1;Raspa PEAD;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2750;1;Sujeira;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2910;1;Trinca;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2950;1;Válvula de Purga;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FILTR;2990;1;Vedação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FONTE;0630;1;Curto Circuito;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FONTE;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FONTE;1510;1;Hardware;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-FONTE;2650;1;Sobre Corrente;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-FONTE;2810;1;Temperatura Ambiente;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MEDID;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-MEDID;0670;1;Defeito Eletrônico;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MEDID;0690;1;Defeito Mecânico;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MODEM;0450;1;Chip;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-MODEM;0630;1;Curto Circuito;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MODEM;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MODEM;1290;1;Falta de Alimentação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MODEM;1530;1;Hardware / Cabo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MODEM;1830;1;Módulo Travado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-MODEM;2130;1;Operadora;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-PASOL;0050;1;Acúmulo de Sujeira;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PASOL;0110;1;Ângulo e Posicionamento;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PASOL;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PASOL;1590;1;Interferências;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PASOL;1710;1;Mal contato;FALSO;01/01/1993;;CS210482;05/03/2015;;;;
5;PM-PELET;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PELET;0870;1;Disjuntor Desarmado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PELET;1033;1;Falha de Componente;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PELET;1150;1;Falha Nobreak;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PELET;1170;1;Falha Painel Solar;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PELET;1310;1;Falta de Fase/neutro;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0070;1;Água sobre o Diafragma;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0230;1;Assento do Obturador Sujo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;X
5;PM-PILOT;0290;1;Ausência de Vedação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0650;1;Defeito de Fabricação;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0730;1;Desgaste;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0770;1;Desgaste de Rosca (Parafuso / Corpo);FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0810;1;Diafragma com Bolha;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0830;1;Diafragma Rompido;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;0990;1;Enxofre;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;1350;1;Filtro do Piloto Saturado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;1890;1;Mola Quebrada;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2090;1;Obturador Empenado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2110;1;Obturador Quebrado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2130;1;Obturador Travado;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2290;1;Pó;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2510;1;Restritor Sujo;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2750;1;Sujeira;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2870;1;Tomada Pressão ATM Obstruída;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;2910;1;Trinca;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PILOT;3030;1;Vibração;FALSO;01/01/1993;;CS210482;08/01/2015;;;;
5;PM-PLC;0160;1;Antena Vsat;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0340;1;Barreira;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0345;1;BDScada;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0355;1;Cabo;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0360;1;Cabo de Instrumentação;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0575;1;Controlador;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0580;1;Conversor;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0615;1;CPU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
5;PM-PLC;0880;1;EDU;FALSO;01/01/1993;;CS097044;15/12/2015;;;;
